n_features,threshold,backup_fpr,fn_count,bf_queries,system_fpr,system_fnr,model_total_latency_ns,model_avg_latency_ns,model_throughput_qps,bf_avg_latency_ns,bf_total_latency_ns,bf_throughput_qps,total_system_latency_ns,total_system_avg_latency_ns,total_system_throughput_qps,bf_bits_mb,total_memory_mb
4096,0.700000,0.200000,36973,51381,0.245026,0.000000,172042500.000000,477.962217,2092215.586265,91.415115,4697000.000000,10939110.070258,176739500.000000,491.011252,2036613.207574,0.014771,0.046021
4096,0.700000,0.001000,36973,51381,0.048120,0.000000,172042500.000000,477.962217,2092215.586265,144.339347,7416300.000000,6928117.794588,179458800.000000,498.565912,2005752.852465,0.063370,0.094620
4096,0.800000,0.010000,51139,65774,0.043493,0.000000,172042500.000000,477.962217,2092215.586265,123.828564,8144700.000000,8075681.117782,180187200.000000,500.589526,1997644.671764,0.058434,0.089684
4096,0.800000,0.050000,51139,65774,0.080574,0.000000,172042500.000000,477.962217,2092215.586265,110.131663,7243800.000000,9080040.862531,179286300.000000,498.086679,2007682.684065,0.038017,0.069267
4096,0.800000,0.100000,51139,65774,0.133981,0.000000,172042500.000000,477.962217,2092215.586265,112.387874,7392200.000000,8897757.095317,179434700.000000,498.498958,2006022.246533,0.029221,0.060471
4096,0.800000,0.200000,51139,65774,0.230749,0.000000,172042500.000000,477.962217,2092215.586265,93.018518,6118200.000000,10750547.546664,178160700.000000,494.959578,2020367.005743,0.020424,0.051674
4096,0.800000,0.001000,51139,65774,0.033644,0.000000,172042500.000000,477.962217,2092215.586265,148.274394,9752600.000000,6744252.814634,181795100.000000,505.056536,1979976.357999,0.087654,0.118904
4096,0.900000,0.010000,76557,91422,0.026109,0.000000,172042500.000000,477.962217,2092215.586265,128.518300,11749400.000000,7780993.071987,183791900.000000,510.603973,1958464.981319,0.087479,0.118729
4096,0.900000,0.050000,76557,91422,0.068412,0.000000,172042500.000000,477.962217,2092215.586265,108.986896,9963800.000000,9175415.002308,182006300.000000,505.643284,1977678.794635,0.056908,0.088158
4096,0.900000,0.100000,76557,91422,0.113755,0.000000,172042500.000000,477.962217,2092215.586265,101.878104,9313900.000000,9815651.875154,181356400.000000,503.837755,1984765.908454,0.043739,0.074989
4096,0.900000,0.200000,76557,91422,0.214158,0.000000,172042500.000000,477.962217,2092215.586265,105.969023,9687900.000000,9436720.032205,181730400.000000,504.876788,1980681.272919,0.030579,0.061829
