n_features,threshold,backup_fpr,fn_count,bf_queries,system_fpr,system_fnr,model_total_latency_ns,model_avg_latency_ns,model_throughput_qps,bf_avg_latency_ns,bf_total_latency_ns,bf_throughput_qps,total_system_latency_ns,total_system_avg_latency_ns,total_system_throughput_qps,bf_bits_mb,total_memory_mb
2048,0.600000,0.200000,39679,53577,0.270738,0.000000,9035646300.000000,25102.503959,39836.663372,244.953991,13123900.000000,4082399.286797,9048770200.000000,25138.964301,39778.886196,0.015846,0.031471
2048,0.600000,0.001000,39679,53577,0.082292,0.000000,9035646300.000000,25102.503959,39836.663372,299.245945,16032700.000000,3341732.833521,9051679000.000000,25147.045423,39766.103062,0.068008,0.083633
2048,0.700000,0.010000,54556,68797,0.069205,0.000000,9035646300.000000,25102.503959,39836.663372,278.456909,19157000.000000,3591219.919612,9054803300.000000,25155.725240,39752.382031,0.062340,0.077965
2048,0.700000,0.050000,54556,68797,0.109194,0.000000,9035646300.000000,25102.503959,39836.663372,260.877655,17947600.000000,3833214.468787,9053593900.000000,25152.365329,39757.692246,0.040558,0.056183
2048,0.700000,0.100000,54556,68797,0.155265,0.000000,9035646300.000000,25102.503959,39836.663372,253.601174,17447000.000000,3943199.403909,9053093300.000000,25150.974580,39759.890688,0.031174,0.046799
2048,0.700000,0.200000,54556,68797,0.250314,0.000000,9035646300.000000,25102.503959,39836.663372,249.569022,17169600.000000,4006907.557544,9052815900.000000,25150.203917,39761.109027,0.021790,0.037415
2048,0.700000,0.001000,54556,68797,0.059885,0.000000,9035646300.000000,25102.503959,39836.663372,301.738448,20758700.000000,3314128.534060,9056405000.000000,25160.175024,39745.351494,0.093506,0.109131
2048,0.800000,0.010000,77238,91799,0.047194,0.000000,9035646300.000000,25102.503959,39836.663372,276.461617,25378900.000000,3617138.646671,9061025200.000000,25173.010696,39725.085413,0.088257,0.103882
2048,0.800000,0.050000,77238,91799,0.086390,0.000000,9035646300.000000,25102.503959,39836.663372,262.469090,24094400.000000,3809972.441729,9059740700.000000,25169.442145,39730.717679,0.057411,0.073036
2048,0.800000,0.100000,77238,91799,0.136162,0.000000,9035646300.000000,25102.503959,39836.663372,253.231517,23246400.000000,3948955.537201,9058892700.000000,25167.086262,39734.436859,0.044128,0.059753
2048,0.800000,0.200000,77238,91799,0.239672,0.000000,9035646300.000000,25102.503959,39836.663372,243.985229,22397600.000000,4098608.779512,9058043900.000000,25164.728157,39738.160245,0.030846,0.046471
2048,0.800000,0.001000,77238,91799,0.038337,0.000000,9035646300.000000,25102.503959,39836.663372,305.490256,28043700.000000,3273426.830268,9063690000.000000,25180.413946,39713.405909,0.132385,0.148010
2048,0.900000,0.010000,120175,135018,0.028687,0.000000,9035646300.000000,25102.503959,39836.663372,276.746063,37365700.000000,3613420.864590,9073012000.000000,25206.311988,39672.602659,0.137321,0.152946
2048,0.900000,0.050000,120175,135018,0.067288,0.000000,9035646300.000000,25102.503959,39836.663372,266.400036,35968800.000000,3753753.252819,9071615100.000000,25202.431171,39678.711677,0.089333,0.104958
2048,0.900000,0.100000,120175,135018,0.119968,0.000000,9035646300.000000,25102.503959,39836.663372,276.261684,37300300.000000,3619756.409466,9072946600.000000,25206.130296,39672.888629,0.068665,0.084290
2048,0.900000,0.200000,120175,135018,0.223412,0.000000,9035646300.000000,25102.503959,39836.663372,243.232754,32840800.000000,4111288.397359,9068487100.000000,25193.741075,39692.398085,0.047997,0.063622
2048,0.900000,0.001000,120175,135018,0.019697,0.000000,9035646300.000000,25102.503959,39836.663372,314.981706,42528200.000000,3174787.552730,9078174500.000000,25220.654258,39650.041977,0.205978,0.221603
2048,0.950000,0.010000,166622,181616,0.018375,0.000000,9035646300.000000,25102.503959,39836.663372,305.633314,55507900.000000,3271894.631215,9091154200.000000,25256.713988,39593.432482,0.190392,0.206017
2048,0.950000,0.050000,166622,181616,0.058299,0.000000,9035646300.000000,25102.503959,39836.663372,280.845300,51006000.000000,3560679.135788,9086652300.000000,25244.206973,39613.048691,0.123856,0.139481
2048,0.950000,0.100000,166622,181616,0.111442,0.000000,9035646300.000000,25102.503959,39836.663372,269.271980,48904100.000000,3713717.254790,9084550400.000000,25238.367551,39622.213995,0.095200,0.110825
2048,0.950000,0.200000,166622,181616,0.213365,0.000000,9035646300.000000,25102.503959,39836.663372,250.343582,45466400.000000,3994510.231732,9081112700.000000,25228.817058,39637.213180,0.066544,0.082169
2048,0.950000,0.001000,166622,181616,0.009650,0.000000,9035646300.000000,25102.503959,39836.663372,326.250991,59252400.000000,3065124.788194,9094898700.000000,25267.116822,39577.131299,0.285583,0.301208
2048,0.990000,0.010000,265924,281035,0.010774,0.000000,9035646300.000000,25102.503959,39836.663372,307.327913,86369900.000000,3253853.483679,9122016200.000000,25342.453674,39459.478268,0.303856,0.319481
2048,0.990000,0.050000,265924,281035,0.053672,0.000000,9035646300.000000,25102.503959,39836.663372,270.957354,76148500.000000,3690617.674675,9111794800.000000,25314.056952,39503.742995,0.197662,0.213287
2048,0.990000,0.100000,265924,281035,0.102981,0.000000,9035646300.000000,25102.503959,39836.663372,267.217606,75097500.000000,3742268.384434,9110743800.000000,25311.137102,39508.300080,0.151932,0.167557
